"Country or Area Code","Country or Area","Year","Value"
"SLE","Sierra Leone","1986","0"
"SLE","Sierra Leone","1985","0"
"SLE","Sierra Leone","1984","0"
"SLE","Sierra Leone","1983","0"
"SLE","Sierra Leone","1982","0"
"SLE","Sierra Leone","1981","0"
"SLE","Sierra Leone","1980","0"
"SLE","Sierra Leone","1979","0"
"SLE","Sierra Leone","1978","0"
"SLE","Sierra Leone","1977","0"
"SLE","Sierra Leone","1976","0"
"SLE","Sierra Leone","1975","0"
"SLE","Sierra Leone","1970","0"
"SLE","Sierra Leone","1965","0"
"SLE","Sierra Leone","1960","0"
"SGP","Singapore","2008","6375500"
"SGP","Singapore","2007","5924100"
"SGP","Singapore","2006","4788600"
"SGP","Singapore","2005","4384600"
"SGP","Singapore","2004","3990700"
"SGP","Singapore","2003","3577000"
"SGP","Singapore","2002","3313000"
"SGP","Singapore","2001","2991600"
"SGP","Singapore","2000","2747400"
"SGP","Singapore","1999","1630800"
"SGP","Singapore","1998","1094700"
"SGP","Singapore","1997","848600"
"SGP","Singapore","1996","431010"
"SGP","Singapore","1995","306000"
"SGP","Singapore","1994","235630"
"SGP","Singapore","1993","179000"
"SGP","Singapore","1992","120000"
"SGP","Singapore","1991","81906"
"SGP","Singapore","1990","51728"
"SGP","Singapore","1989","26295"
"SGP","Singapore","1988","10827"
"SGP","Singapore","1983","0"
"SGP","Singapore","1982","0"
"SGP","Singapore","1981","0"
"SGP","Singapore","1980","0"
"SGP","Singapore","1979","0"
"SGP","Singapore","1978","0"
"SGP","Singapore","1977","0"
"SGP","Singapore","1976","0"
"SGP","Singapore","1975","0"
"SGP","Singapore","1970","0"
"SGP","Singapore","1965","0"
"SGP","Singapore","1960","0"
"SVK","Slovak Republic","2008","5520043"
"SVK","Slovak Republic","2007","6068063"
"SVK","Slovak Republic","2006","4893232"
"SVK","Slovak Republic","2005","4540374"
"SVK","Slovak Republic","2004","4275164"
"SVK","Slovak Republic","2003","3678774"
"SVK","Slovak Republic","2002","2923383"
"SVK","Slovak Republic","2001","2147331"
"SVK","Slovak Republic","2000","1243736"
"SVK","Slovak Republic","1999","664072"
"SVK","Slovak Republic","1998","465364"
"SVK","Slovak Republic","1997","200140"
"SVK","Slovak Republic","1996","28658"
"SVK","Slovak Republic","1995","12315"
"SVK","Slovak Republic","1994","5946"
"SVK","Slovak Republic","1993","3125"
"SVK","Slovak Republic","1992","1537"
"SVK","Slovak Republic","1991","119"
"SVK","Slovak Republic","1990","0"
"SVK","Slovak Republic","1989","0"
"SVK","Slovak Republic","1988","0"
"SVK","Slovak Republic","1987","0"
"SVK","Slovak Republic","1986","0"
"SVK","Slovak Republic","1985","0"
"SVK","Slovak Republic","1984","0"
"SVK","Slovak Republic","1983","0"
"SVK","Slovak Republic","1982","0"
"SVK","Slovak Republic","1981","0"
"SVK","Slovak Republic","1980","0"
"SVK","Slovak Republic","1979","0"
"SVK","Slovak Republic","1978","0"
"SVK","Slovak Republic","1977","0"
"SVK","Slovak Republic","1976","0"
"SVK","Slovak Republic","1975","0"
"SVK","Slovak Republic","1970","0"
"SVK","Slovak Republic","1965","0"
"SVK","Slovak Republic","1960","0"
"SVN","Slovenia","2008","2054899"
"SVN","Slovenia","2007","1928412"
"SVN","Slovenia","2006","1819572"
"SVN","Slovenia","2005","1759232"
"SVN","Slovenia","2004","1848637"
"SVN","Slovenia","2003","1739146"
"SVN","Slovenia","2002","1667234"
"SVN","Slovenia","2001","1470085"
"SVN","Slovenia","2000","1215601"
"SVN","Slovenia","1999","631411"
"SVN","Slovenia","1998","161606"
"SVN","Slovenia","1997","93611"
"SVN","Slovenia","1996","41205"
"SVN","Slovenia","1995","27301"
"SVN","Slovenia","1994","16332"
"SVN","Slovenia","1993","6500"
"SVN","Slovenia","1992","3500"
"SVN","Slovenia","1991","523"
"SVN","Slovenia","1990","0"
"SVN","Slovenia","1989","0"
"SVN","Slovenia","1988","0"
"SVN","Slovenia","1987","0"
"SVN","Slovenia","1986","0"
"SVN","Slovenia","1985","0"
"SVN","Slovenia","1984","0"
"SVN","Slovenia","1983","0"
"SVN","Slovenia","1982","0"
"SVN","Slovenia","1981","0"
"SVN","Slovenia","1980","0"
"SVN","Slovenia","1979","0"
"SVN","Slovenia","1978","0"
"SVN","Slovenia","1977","0"
"SVN","Slovenia","1976","0"
"SVN","Slovenia","1975","0"
"SVN","Slovenia","1970","0"
"SVN","Slovenia","1965","0"
"SVN","Slovenia","1960","0"
"SLB","Solomon Islands","2007","10900"
"SLB","Solomon Islands","2006","7000"
"SLB","Solomon Islands","2005","6000"
"SLB","Solomon Islands","2004","3000"
"SLB","Solomon Islands","2003","1060"
"SLB","Solomon Islands","2002","999"
"SLB","Solomon Islands","2001","967"
"SLB","Solomon Islands","2000","1151"
"SLB","Solomon Islands","1999","1093"
"SLB","Solomon Islands","1998","702"
"SLB","Solomon Islands","1997","658"
"SLB","Solomon Islands","1996","337"
"SLB","Solomon Islands","1995","230"
"SLB","Solomon Islands","1994","144"
"SLB","Solomon Islands","1993","0"
"SLB","Solomon Islands","1992","0"
"SLB","Solomon Islands","1991","0"
"SLB","Solomon Islands","1990","0"
"SLB","Solomon Islands","1989","0"
"SLB","Solomon Islands","1988","0"
"SLB","Solomon Islands","1987","0"
"SLB","Solomon Islands","1986","0"
"SLB","Solomon Islands","1985","0"
"SLB","Solomon Islands","1984","0"
"SLB","Solomon Islands","1983","0"
"SLB","Solomon Islands","1982","0"
"SLB","Solomon Islands","1981","0"
"SLB","Solomon Islands","1980","0"
"SLB","Solomon Islands","1979","0"
"SLB","Solomon Islands","1978","0"
"SLB","Solomon Islands","1977","0"
"SLB","Solomon Islands","1976","0"
"SLB","Solomon Islands","1975","0"
"SLB","Solomon Islands","1970","0"
"SLB","Solomon Islands","1965","0"
"SLB","Solomon Islands","1960","0"
"SOM","Somalia","2007","600000"
"SOM","Somalia","2006","550000"
"SOM","Somalia","2005","500000"
"SOM","Somalia","2004","500000"
"SOM","Somalia","2003","200000"
"SOM","Somalia","2002","100000"
"SOM","Somalia","2001","85000"
"SOM","Somalia","2000","80000"
"SOM","Somalia","1999","0"
"SOM","Somalia","1998","0"
"SOM","Somalia","1997","0"
"SOM","Somalia","1996","0"
"SOM","Somalia","1995","0"
"SOM","Somalia","1994","0"
"SOM","Somalia","1993","0"
"SOM","Somalia","1992","0"
"SOM","Somalia","1991","0"
"SOM","Somalia","1990","0"
"SOM","Somalia","1989","0"
"SOM","Somalia","1988","0"
"SOM","Somalia","1987","0"
"SOM","Somalia","1986","0"
"SOM","Somalia","1985","0"
"SOM","Somalia","1984","0"
"SOM","Somalia","1983","0"
"SOM","Somalia","1982","0"
"SOM","Somalia","1981","0"
"SOM","Somalia","1980","0"
"SOM","Somalia","1979","0"
"SOM","Somalia","1978","0"
"SOM","Somalia","1977","0"
"SOM","Somalia","1976","0"
"SOM","Somalia","1975","0"
"SOM","Somalia","1970","0"
"SOM","Somalia","1965","0"
"SOM","Somalia","1960","0"
"ZAF","South Africa","2008","4.5E+07"
"ZAF","South Africa","2007","4.23E+07"
"ZAF","South Africa","2006","3.9662E+07"
"ZAF","South Africa","2005","3.395996E+07"
"ZAF","South Africa","2004","2.0839E+07"
"ZAF","South Africa","2003","1.686E+07"
"ZAF","South Africa","2002","1.3702E+07"
"ZAF","South Africa","2001","1.0787E+07"
"ZAF","South Africa","2000","8339000"
"ZAF","South Africa","1999","5188000"
"ZAF","South Africa","1998","3337000"
"ZAF","South Africa","1997","1836000"
"ZAF","South Africa","1996","953000"
"ZAF","South Africa","1995","535000"
"ZAF","South Africa","1994","340000"
"ZAF","South Africa","1993","40000"
"ZAF","South Africa","1992","12510"
"ZAF","South Africa","1991","7100"
"ZAF","South Africa","1990","5680"
"ZAF","South Africa","1989","3980"
"ZAF","South Africa","1988","0"
"ZAF","South Africa","1987","0"
"ZAF","South Africa","1986","0"
"ZAF","South Africa","1985","0"
"ZAF","South Africa","1984","0"
"ZAF","South Africa","1983","0"
"ZAF","South Africa","1982","0"
"ZAF","South Africa","1981","0"
"ZAF","South Africa","1980","0"
"ZAF","South Africa","1979","0"
"ZAF","South Africa","1978","0"
"ZAF","South Africa","1977","0"
"ZAF","South Africa","1976","0"
"ZAF","South Africa","1975","0"
"ZAF","South Africa","1970","0"
"ZAF","South Africa","1965","0"
"ZAF","South Africa","1960","0"
"ESP","Spain","2008","4.968162E+07"
"ESP","Spain","2007","4.842247E+07"
"ESP","Spain","2006","4.569506E+07"
"ESP","Spain","2005","4.269412E+07"
"ESP","Spain","2004","3.862258E+07"
"ESP","Spain","2003","3.721984E+07"
"ESP","Spain","2002","3.3531E+07"
"ESP","Spain","2001","2.965573E+07"
"ESP","Spain","2000","2.426506E+07"
"ESP","Spain","1999","1.500371E+07"
"ESP","Spain","1998","6437444"
"ESP","Spain","1997","4337696"
"ESP","Spain","1996","2997645"
"ESP","Spain","1995","944955"
"ESP","Spain","1994","411930"
"ESP","Spain","1993","257261"
"ESP","Spain","1992","180296"
"ESP","Spain","1991","108451"
"ESP","Spain","1990","54700"
"ESP","Spain","1989","29783"
"ESP","Spain","1988","11628"
"ESP","Spain","1987","4200"
"ESP","Spain","1986","1700"
"ESP","Spain","1982","0"
"ESP","Spain","1981","0"
"ESP","Spain","1980","0"
"ESP","Spain","1979","0"
"ESP","Spain","1978","0"
"ESP","Spain","1977","0"
"ESP","Spain","1976","0"
"ESP","Spain","1975","0"
"ESP","Spain","1970","0"
"ESP","Spain","1965","0"
"ESP","Spain","1960","0"
"LKA","Sri Lanka","2008","1.108225E+07"
"LKA","Sri Lanka","2007","7983489"
"LKA","Sri Lanka","2006","5412496"
"LKA","Sri Lanka","2005","3361775"
"LKA","Sri Lanka","2004","2211158"
"LKA","Sri Lanka","2003","1393403"
"LKA","Sri Lanka","2002","931403"
"LKA","Sri Lanka","2001","667662"
"LKA","Sri Lanka","2000","430202"
"LKA","Sri Lanka","1999","256655"
"LKA","Sri Lanka","1998","174202"
"LKA","Sri Lanka","1997","114888"
"LKA","Sri Lanka","1996","71029"
"LKA","Sri Lanka","1995","51316"
"LKA","Sri Lanka","1994","29182"
"LKA","Sri Lanka","1993","14687"
"LKA","Sri Lanka","1992","2644"
"LKA","Sri Lanka","1991","1800"
"LKA","Sri Lanka","1990","1010"
"LKA","Sri Lanka","1989","0"
"LKA","Sri Lanka","1988","0"
"LKA","Sri Lanka","1987","0"
"LKA","Sri Lanka","1986","0"
"LKA","Sri Lanka","1985","0"
"LKA","Sri Lanka","1984","0"
"LKA","Sri Lanka","1983","0"
"LKA","Sri Lanka","1982","0"
"LKA","Sri Lanka","1981","0"
"LKA","Sri Lanka","1980","0"
"LKA","Sri Lanka","1979","0"
"LKA","Sri Lanka","1978","0"
"LKA","Sri Lanka","1977","0"
"LKA","Sri Lanka","1976","0"
"LKA","Sri Lanka","1975","0"
"LKA","Sri Lanka","1970","0"
"LKA","Sri Lanka","1965","0"
"LKA","Sri Lanka","1960","0"
"VCT","St. Vincent and the Grenadines","2008","130098"
"VCT","St. Vincent and the Grenadines","2007","110491"
"VCT","St. Vincent and the Grenadines","2006","87634"
"VCT","St. Vincent and the Grenadines","2005","70620"
"VCT","St. Vincent and the Grenadines","2004","72000"
"VCT","St. Vincent and the Grenadines","2003","62911"
"VCT","St. Vincent and the Grenadines","2002","9982"
"VCT","St. Vincent and the Grenadines","2001","7492"
"VCT","St. Vincent and the Grenadines","2000","2361"
"VCT","St. Vincent and the Grenadines","1999","1420"
"VCT","St. Vincent and the Grenadines","1998","750"
"VCT","St. Vincent and the Grenadines","1997","346"
"VCT","St. Vincent and the Grenadines","1996","280"
"VCT","St. Vincent and the Grenadines","1995","215"
"VCT","St. Vincent and the Grenadines","1994","150"
"VCT","St. Vincent and the Grenadines","1993","83"
"VCT","St. Vincent and the Grenadines","1992","70"
"VCT","St. Vincent and the Grenadines","1990","0"
"VCT","St. Vincent and the Grenadines","1989","0"
"VCT","St. Vincent and the Grenadines","1988","0"
"VCT","St. Vincent and the Grenadines","1987","0"
"VCT","St. Vincent and the Grenadines","1986","0"
"VCT","St. Vincent and the Grenadines","1985","0"
"VCT","St. Vincent and the Grenadines","1984","0"
"VCT","St. Vincent and the Grenadines","1983","0"
"VCT","St. Vincent and the Grenadines","1982","0"
"VCT","St. Vincent and the Grenadines","1981","0"
"VCT","St. Vincent and the Grenadines","1980","0"
"VCT","St. Vincent and the Grenadines","1979","0"
"VCT","St. Vincent and the Grenadines","1978","0"
"VCT","St. Vincent and the Grenadines","1977","0"
"VCT","St. Vincent and the Grenadines","1976","0"
"VCT","St. Vincent and the Grenadines","1975","0"
"VCT","St. Vincent and the Grenadines","1970","0"
"VCT","St. Vincent and the Grenadines","1965","0"
"VCT","St. Vincent and the Grenadines","1960","0"
"SDN","Sudan","2008","1.118655E+07"
"SDN","Sudan","2007","8218092"
"SDN","Sudan","2006","4683127"
"SDN","Sudan","2005","1827940"
"SDN","Sudan","2004","1048558"
"SDN","Sudan","2003","527233"
"SDN","Sudan","2002","190778"
"SDN","Sudan","2001","103846"
"SDN","Sudan","2000","23000"
"SDN","Sudan","1999","13000"
"SDN","Sudan","1998","8600"
"SDN","Sudan","1997","3800"
"SDN","Sudan","1996","2200"
"SDN","Sudan","1995","0"
"SDN","Sudan","1994","0"
"SDN","Sudan","1993","0"
"SDN","Sudan","1992","0"
"SDN","Sudan","1991","0"
"SDN","Sudan","1990","0"
"SDN","Sudan","1989","0"
"SDN","Sudan","1988","0"
"SDN","Sudan","1987","0"
"SDN","Sudan","1986","0"
"SDN","Sudan","1985","0"
"SDN","Sudan","1984","0"
"SDN","Sudan","1983","0"
"SDN","Sudan","1982","0"
"SDN","Sudan","1981","0"
"SDN","Sudan","1980","0"
"SDN","Sudan","1979","0"
"SDN","Sudan","1978","0"
"SDN","Sudan","1977","0"
"SDN","Sudan","1976","0"
"SDN","Sudan","1975","0"
"SDN","Sudan","1970","0"
"SDN","Sudan","1965","0"
"SDN","Sudan","1960","0"
"SUR","Suriname","2006","320000"
"SUR","Suriname","2005","232785"
"SUR","Suriname","2004","212819"
"SUR","Suriname","2003","168522"
"SUR","Suriname","2002","108363"
"SUR","Suriname","2001","87000"
"SUR","Suriname","2000","41048"
"SUR","Suriname","1999","17500"
"SUR","Suriname","1998","6007"
"SUR","Suriname","1997","2258"
"SUR","Suriname","1996","2416"
"SUR","Suriname","1995","1687"
"SUR","Suriname","1994","1382"
"SUR","Suriname","1993","1078"
"SUR","Suriname","1992","0"
"SUR","Suriname","1991","0"
"SUR","Suriname","1990","0"
"SUR","Suriname","1989","0"
"SUR","Suriname","1988","0"
"SUR","Suriname","1987","0"
"SUR","Suriname","1986","0"
"SUR","Suriname","1985","0"
"SUR","Suriname","1984","0"
"SUR","Suriname","1983","0"
"SUR","Suriname","1982","0"
"SUR","Suriname","1981","0"
"SUR","Suriname","1980","0"
"SUR","Suriname","1979","0"
"SUR","Suriname","1978","0"
"SUR","Suriname","1977","0"
"SUR","Suriname","1976","0"
"SUR","Suriname","1975","0"
"SUR","Suriname","1970","0"
"SUR","Suriname","1965","0"
"SUR","Suriname","1960","0"
"SWZ","Swaziland","2008","457000"
"SWZ","Swaziland","2007","380000"
"SWZ","Swaziland","2006","250000"
"SWZ","Swaziland","2005","200000"
"SWZ","Swaziland","2004","145000"
"SWZ","Swaziland","2003","85000"
"SWZ","Swaziland","2002","68000"
"SWZ","Swaziland","2001","55000"
"SWZ","Swaziland","2000","33000"
"SWZ","Swaziland","1999","14000"
"SWZ","Swaziland","1998","4700"
"SWZ","Swaziland","1997","0"
"SWZ","Swaziland","1996","0"
"SWZ","Swaziland","1995","0"
"SWZ","Swaziland","1994","0"
"SWZ","Swaziland","1993","0"
"SWZ","Swaziland","1992","0"
"SWZ","Swaziland","1991","0"
"SWZ","Swaziland","1990","0"
"SWZ","Swaziland","1989","0"
"SWZ","Swaziland","1988","0"
"SWZ","Swaziland","1987","0"
"SWZ","Swaziland","1986","0"
"SWZ","Swaziland","1985","0"
"SWZ","Swaziland","1984","0"
"SWZ","Swaziland","1983","0"
"SWZ","Swaziland","1982","0"
"SWZ","Swaziland","1981","0"
"SWZ","Swaziland","1980","0"
"SWZ","Swaziland","1979","0"
"SWZ","Swaziland","1978","0"
"SWZ","Swaziland","1977","0"
"SWZ","Swaziland","1976","0"
"SWZ","Swaziland","1975","0"
"SWZ","Swaziland","1970","0"
"SWZ","Swaziland","1965","0"
"SWZ","Swaziland","1960","0"
"SWE","Sweden","2007","1.0371E+07"
"SWE","Sweden","2006","9607000"
"SWE","Sweden","2005","9104000"
"SWE","Sweden","2004","8785000"
"SWE","Sweden","2003","8801000"
"SWE","Sweden","2002","7949000"
"SWE","Sweden","2001","7178000"
"SWE","Sweden","2000","6372300"
"SWE","Sweden","1999","5126000"
"SWE","Sweden","1998","4109000"
"SWE","Sweden","1997","3169000"
"SWE","Sweden","1996","2492000"
"SWE","Sweden","1995","2008000"
"SWE","Sweden","1994","1381000"
"SWE","Sweden","1993","774500"
"SWE","Sweden","1992","656000"
"SWE","Sweden","1991","568200"
"SWE","Sweden","1990","461200"
"SWE","Sweden","1989","349000"
"SWE","Sweden","1988","243000"
"SWE","Sweden","1987","173000"
"SWE","Sweden","1986","112600"
"SWE","Sweden","1985","73000"
"SWE","Sweden","1984","57914"
"SWE","Sweden","1983","36294"
"SWE","Sweden","1982","27236"
"SWE","Sweden","1981","20362"
"SWE","Sweden","1980","0"
"SWE","Sweden","1979","0"
"SWE","Sweden","1978","0"
"SWE","Sweden","1977","0"
"SWE","Sweden","1976","0"
"SWE","Sweden","1975","0"
"SWE","Sweden","1970","0"
"SWE","Sweden","1965","0"
"SWE","Sweden","1960","0"
"CHE","Switzerland","2008","8780000"
"CHE","Switzerland","2007","8208884"
"CHE","Switzerland","2006","7436157"
"CHE","Switzerland","2005","6834233"
"CHE","Switzerland","2004","6274763"
"CHE","Switzerland","2003","6189000"
"CHE","Switzerland","2002","5736303"
"CHE","Switzerland","2001","5275791"
"CHE","Switzerland","2000","4638519"
"CHE","Switzerland","1999","3057509"
"CHE","Switzerland","1998","1698565"
"CHE","Switzerland","1997","1044379"
"CHE","Switzerland","1996","662713"
"CHE","Switzerland","1995","447167"
"CHE","Switzerland","1994","332165"
"CHE","Switzerland","1993","257703"
"CHE","Switzerland","1992","215061"
"CHE","Switzerland","1991","174557"
"CHE","Switzerland","1990","125047"
"CHE","Switzerland","1989","72735"
"CHE","Switzerland","1988","30768"
"CHE","Switzerland","1987","5475"
"CHE","Switzerland","1986","0"
"CHE","Switzerland","1985","0"
"CHE","Switzerland","1984","0"
"CHE","Switzerland","1983","0"
"CHE","Switzerland","1982","0"
"CHE","Switzerland","1981","0"
"CHE","Switzerland","1980","0"
"CHE","Switzerland","1979","0"
"CHE","Switzerland","1978","0"
"CHE","Switzerland","1977","0"
"CHE","Switzerland","1976","0"
"CHE","Switzerland","1975","0"
"CHE","Switzerland","1970","0"
"CHE","Switzerland","1965","0"
"CHE","Switzerland","1960","0"
"SYR","Syria","2008","7056158"
"SYR","Syria","2007","6234682"
"SYR","Syria","2006","4675000"
"SYR","Syria","2005","2950000"
"SYR","Syria","2004","2346000"
"SYR","Syria","2003","1185000"
"SYR","Syria","2002","400000"
"SYR","Syria","2001","200000"
"SYR","Syria","2000","30000"
"SYR","Syria","1999","4000"
"SYR","Syria","1998","0"
"SYR","Syria","1997","0"
"SYR","Syria","1996","0"
"SYR","Syria","1995","0"
"SYR","Syria","1994","0"
"SYR","Syria","1993","0"
"SYR","Syria","1992","0"
"SYR","Syria","1991","0"
"SYR","Syria","1990","0"
"SYR","Syria","1989","0"
"SYR","Syria","1988","0"
"SYR","Syria","1987","0"
"SYR","Syria","1986","0"
"SYR","Syria","1985","0"
"SYR","Syria","1984","0"
"SYR","Syria","1983","0"
"SYR","Syria","1982","0"
"SYR","Syria","1981","0"
"SYR","Syria","1980","0"
"SYR","Syria","1979","0"
"SYR","Syria","1978","0"
"SYR","Syria","1977","0"
"SYR","Syria","1976","0"
"SYR","Syria","1975","0"
"SYR","Syria","1970","0"
"SYR","Syria","1965","0"
"SYR","Syria","1960","0"
"MKD","T.F.Y.R. Macedonia","2008","2501938"
"MKD","T.F.Y.R. Macedonia","2007","1946716"
"MKD","T.F.Y.R. Macedonia","2006","1417031"
"MKD","T.F.Y.R. Macedonia","2005","1261328"
"MKD","T.F.Y.R. Macedonia","2004","985600"
"MKD","T.F.Y.R. Macedonia","2003","776000"
"MKD","T.F.Y.R. Macedonia","2002","365346"
"MKD","T.F.Y.R. Macedonia","2001","223275"
"MKD","T.F.Y.R. Macedonia","2000","115748"
"MKD","T.F.Y.R. Macedonia","1999","48733"
"MKD","T.F.Y.R. Macedonia","1998","30087"
"MKD","T.F.Y.R. Macedonia","1997","12362"
"MKD","T.F.Y.R. Macedonia","1996","1058"
"MKD","T.F.Y.R. Macedonia","1995","0"
"MKD","T.F.Y.R. Macedonia","1994","0"
"MKD","T.F.Y.R. Macedonia","1993","0"
"MKD","T.F.Y.R. Macedonia","1992","0"
"MKD","T.F.Y.R. Macedonia","1991","0"
"MKD","T.F.Y.R. Macedonia","1990","0"
"MKD","T.F.Y.R. Macedonia","1989","0"
"MKD","T.F.Y.R. Macedonia","1988","0"
"MKD","T.F.Y.R. Macedonia","1987","0"
"MKD","T.F.Y.R. Macedonia","1986","0"
"MKD","T.F.Y.R. Macedonia","1985","0"
"MKD","T.F.Y.R. Macedonia","1984","0"
"MKD","T.F.Y.R. Macedonia","1983","0"
"MKD","T.F.Y.R. Macedonia","1982","0"
"MKD","T.F.Y.R. Macedonia","1981","0"
"MKD","T.F.Y.R. Macedonia","1980","0"
"MKD","T.F.Y.R. Macedonia","1979","0"
"MKD","T.F.Y.R. Macedonia","1978","0"
"MKD","T.F.Y.R. Macedonia","1977","0"
"MKD","T.F.Y.R. Macedonia","1976","0"
"MKD","T.F.Y.R. Macedonia","1975","0"
"MKD","T.F.Y.R. Macedonia","1970","0"
"MKD","T.F.Y.R. Macedonia","1965","0"
"MKD","T.F.Y.R. Macedonia","1960","0"
"TWN","Taiwan, China","2008","2.541251E+07"
"TWN","Taiwan, China","2007","2.428696E+07"
"TWN","Taiwan, China","2006","2.324926E+07"
"TWN","Taiwan, China","2005","2.21707E+07"
"TWN","Taiwan, China","2004","2.276014E+07"
"TWN","Taiwan, China","2003","2.579984E+07"
"TWN","Taiwan, China","2002","2.439052E+07"
"TWN","Taiwan, China","2001","2.178638E+07"
"TWN","Taiwan, China","2000","1.787383E+07"
"TWN","Taiwan, China","1999","1.154114E+07"
"TWN","Taiwan, China","1998","4727045"
"TWN","Taiwan, China","1997","1491609"
"TWN","Taiwan, China","1996","970473"
"TWN","Taiwan, China","1995","772165"
"TWN","Taiwan, China","1994","584326"
"TWN","Taiwan, China","1993","538544"
"TWN","Taiwan, China","1992","384779"
"TWN","Taiwan, China","1991","196793"
"TWN","Taiwan, China","1990","83482"
"TWN","Taiwan, China","1989","37400"
"TWN","Taiwan, China","1988","0"
"TWN","Taiwan, China","1987","0"
"TWN","Taiwan, China","1986","0"
"TWN","Taiwan, China","1985","0"
"TWN","Taiwan, China","1984","0"
"TWN","Taiwan, China","1983","0"
"TWN","Taiwan, China","1982","0"
"TWN","Taiwan, China","1981","0"
"TWN","Taiwan, China","1980","0"
"TWN","Taiwan, China","1979","0"
"TWN","Taiwan, China","1978","0"
"TWN","Taiwan, China","1977","0"
"TWN","Taiwan, China","1976","0"
"TWN","Taiwan, China","1975","0"
"TWN","Taiwan, China","1970","0"
"TWN","Taiwan, China","1965","0"
"TWN","Taiwan, China","1960","0"
"TJK","Tajikistan","2007","2350000"
"TJK","Tajikistan","2006","2150000"
"TJK","Tajikistan","2005","265000"
"TJK","Tajikistan","2004","135000"
"TJK","Tajikistan","2003","47617"
"TJK","Tajikistan","2002","13200"
"TJK","Tajikistan","2001","1630"
"TJK","Tajikistan","2000","1160"
"TJK","Tajikistan","1999","625"
"TJK","Tajikistan","1998","420"
"TJK","Tajikistan","1997","320"
"TJK","Tajikistan","1996","102"
"TJK","Tajikistan","1995","0"
"TJK","Tajikistan","1994","0"
"TJK","Tajikistan","1993","0"
"TJK","Tajikistan","1992","0"
"TJK","Tajikistan","1991","0"
"TJK","Tajikistan","1990","0"
"TJK","Tajikistan","1989","0"
"TJK","Tajikistan","1988","0"
"TJK","Tajikistan","1987","0"
"TJK","Tajikistan","1986","0"
"TJK","Tajikistan","1985","0"
"TJK","Tajikistan","1984","0"
"TJK","Tajikistan","1983","0"
"TJK","Tajikistan","1982","0"
"TJK","Tajikistan","1981","0"
"TJK","Tajikistan","1980","0"
"TJK","Tajikistan","1979","0"
"TJK","Tajikistan","1978","0"
"TJK","Tajikistan","1977","0"
"TJK","Tajikistan","1976","0"
"TJK","Tajikistan","1975","0"
"TJK","Tajikistan","1970","0"
"TJK","Tajikistan","1965","0"
"TJK","Tajikistan","1960","0"
"TZA","Tanzania","2008","1.300679E+07"
"TZA","Tanzania","2007","8322857"
"TZA","Tanzania","2006","5766566"
"TZA","Tanzania","2005","3389787"
"TZA","Tanzania","2004","1942000"
"TZA","Tanzania","2003","1942000"
"TZA","Tanzania","2002","606859"
"TZA","Tanzania","2001","275560"
"TZA","Tanzania","2000","110518"
"TZA","Tanzania","1999","50950"
"TZA","Tanzania","1998","37940"
"TZA","Tanzania","1997","20200"
"TZA","Tanzania","1996","9038"
"TZA","Tanzania","1995","3500"
"TZA","Tanzania","1994","371"
"TZA","Tanzania","1993","0"
"TZA","Tanzania","1992","0"
"TZA","Tanzania","1991","0"
"TZA","Tanzania","1990","0"
"TZA","Tanzania","1989","0"
"TZA","Tanzania","1988","0"
"TZA","Tanzania","1987","0"
"TZA","Tanzania","1986","0"
"TZA","Tanzania","1985","0"
"TZA","Tanzania","1984","0"
"TZA","Tanzania","1983","0"
"TZA","Tanzania","1982","0"
"TZA","Tanzania","1981","0"
"TZA","Tanzania","1980","0"
"TZA","Tanzania","1979","0"
"TZA","Tanzania","1978","0"
"TZA","Tanzania","1977","0"
"TZA","Tanzania","1976","0"
"TZA","Tanzania","1975","0"
"TZA","Tanzania","1970","0"
"TZA","Tanzania","1965","0"
"TZA","Tanzania","1960","0"
"THA","Thailand","2007","7.906576E+07"
"THA","Thailand","2006","4.072318E+07"
"THA","Thailand","2005","3.113654E+07"
"THA","Thailand","2004","2.737866E+07"
"THA","Thailand","2003","2.182818E+07"
"THA","Thailand","2002","1.017155E+07"
"THA","Thailand","2001","7550000"
"THA","Thailand","2000","3056000"
"THA","Thailand","1999","2339401"
"THA","Thailand","1998","1976957"
"THA","Thailand","1997","2203905"
"THA","Thailand","1996","1844627"
"THA","Thailand","1995","1297826"
"THA","Thailand","1994","737283"
"THA","Thailand","1993","413557"
"THA","Thailand","1992","250584"
"THA","Thailand","1991","123551"
"THA","Thailand","1990","63223"
"THA","Thailand","1989","39936"
"THA","Thailand","1988","17563"
"THA","Thailand","1987","5882"
"THA","Thailand","1986","821"
"THA","Thailand","1985","0"
"THA","Thailand","1984","0"
"THA","Thailand","1983","0"
"THA","Thailand","1982","0"
"THA","Thailand","1981","0"
"THA","Thailand","1980","0"
"THA","Thailand","1979","0"
"THA","Thailand","1978","0"
"THA","Thailand","1977","0"
"THA","Thailand","1976","0"
"THA","Thailand","1975","0"
"THA","Thailand","1970","0"
"THA","Thailand","1965","0"
"THA","Thailand","1960","0"
"TLS","Timor-Leste","2007","78215"
"TLS","Timor-Leste","2006","49100"
"TLS","Timor-Leste","2005","33072"
"TLS","Timor-Leste","2004","25722"
"TLS","Timor-Leste","2003","20058"
"TLS","Timor-Leste","1990","0"
"TGO","Togo","2008","1547000"
"TGO","Togo","2007","1190367"
"TGO","Togo","2006","708000"
